Gene_Name,Pseudogene_ID
EGFRANH3,ENSSG692960469
FGFR1QXB,ENSSG577793945
GATAYGA1,ENSSG992703571
STAT8RC,ENSSG778461453
AKTK68A1,ENSSG298870501
MYCGK2,ENSSG348917860
CDKOHL,ENSSG095351180
AKTJ49B,ENSSG814075206
BRCAP8L,ENSSG534984600
HLAIPP2,ENSSG209131747
TPDSUP1,ENSSG590037826
CDKVNXA1,ENSSG671330935
EGFRY503,ENSSG025091932
MAPKLSL,ENSSG410272747
BRCAK7A1,ENSSG611654132
BRCAPEQB,ENSSG747959042
STAT02L,ENSSG647789318
TPXLYC,ENSSG510720467
MAPK2YP1,ENSSG803870259
TPJCO2,ENSSG926010967
GATA1OY1,ENSSG705598655
TP3UJA1,ENSSG564287566
JAKK3WP1,ENSSG557617100
HBB3ZA1,ENSSG170908493
LINCMW1,ENSSG886721317
CDKVM3L,ENSSG356263811
SOXX5R3,ENSSG810881622
MAPKDSMB,ENSSG828517823
HBB4ZSC,ENSSG310362935
AKTZZ3,ENSSG769343421
TPBD0A1,ENSSG854767261
BRCAB6A1,ENSSG157484696
CDKZCA1,ENSSG741530899
FGFR00HL,ENSSG264950598
BRCA5S2,ENSSG953491424
TPIYA1,ENSSG865902483
CDKGJ3P2,ENSSG256521890
BRCA6COA1,ENSSG562657326
TPKFP2,ENSSG729506924
MAPKWZP1,ENSSG606931143
TPU4P1,ENSSG962335861
MAPKHKC2,ENSSG419858129
LINCXDC,ENSSG165697734
MAPK571,ENSSG401468939
HLAJN3,ENSSG490467830
EGFRA51,ENSSG952471637
HBBAF9L,ENSSG170818854
HLAVQP1,ENSSG878674282
CDKJPL,ENSSG466657844
TP97L,ENSSG503501869
EGFR16C,ENSSG394597227
MAPKOZ4L,ENSSG018150179
LINCA39B,ENSSG309108030
MYCKPP1,ENSSG499770206
JAKLX43,ENSSG467476836
FGFRDD7B,ENSSG867273554
LINCFD1,ENSSG850307367
STAT3YC,ENSSG048943480
MAPKV9M1,ENSSG482688647
AKTG51,ENSSG887923387
LINC6Q1,ENSSG890780458
GATATGP2,ENSSG116193410
LINCK31P2,ENSSG088507935
AKTD4P1,ENSSG649148853
HLABWC,ENSSG153112424
HBBBC1,ENSSG960617364
HLAB1E1,ENSSG101506260
LINCT3P2,ENSSG987035104
FGFRH5L,ENSSG236273844
BRCAR1Q2,ENSSG440476741
SOXXG9B,ENSSG897470694
MAPKZOL,ENSSG702061568
JAK5IB,ENSSG839201886
SOXCLB,ENSSG768033228
FGFR66L,ENSSG418092188
BRCAEML,ENSSG308333103
BRCA3TNP2,ENSSG084778378
HBBOIH3,ENSSG049541803
MYCFTVA1,ENSSG779616329
TPM041,ENSSG890447038
BRCAA6A1,ENSSG951368561
JAKRSL,ENSSG783890141
EGFRRJ0P1,ENSSG652227038
CDKFRV1,ENSSG199004097
CDKWNA1,ENSSG589727584
GATAB191,ENSSG216324117
TPVLR1,ENSSG851022575
TPZHEA1,ENSSG715935349
HBB1DB,ENSSG905155698
FGFRPW1,ENSSG552608280
GATA4XIP1,ENSSG709585393
STATQ3B,ENSSG171171317
SOXN9S3,ENSSG251171906
FGFRLGPB,ENSSG875943224
GATAZE3,ENSSG770963432
JAK0SI1,ENSSG409617381
BRCALRPL,ENSSG825587375
JAKNZPL,ENSSG647923371
SOXYC6L,ENSSG285459346
EGFRSB9L,ENSSG908797413
LINC8UP1,ENSSG185303134
MAPKTA2,ENSSG911424930
EGFRI5PP2,ENSSG395679705
AKTNPO3,ENSSG255204617
BRCAXUBA1,ENSSG053890470
GATAH5B,ENSSG562827549
TP4BSA1,ENSSG000938964
BRCAZ21P2,ENSSG470067116
MAPKLNIA1,ENSSG147391194
JAKCM73,ENSSG736646352
STATT97C,ENSSG528314911
HLAOPL,ENSSG329007071
MYCV152,ENSSG468611740
LINC9DIP1,ENSSG284220933
JAK6NB,ENSSG569051564
GATAVXR3,ENSSG769705638
HBBB0L,ENSSG986448259
TPXEFC,ENSSG517215342
EGFRJH3,ENSSG546705919
EGFRVEXP1,ENSSG743497849
HBB0WP2,ENSSG780927389
TPHU1,ENSSG226008866
HLA2KP1,ENSSG339814673
HLAOT0A1,ENSSG254986511
MYCQPL,ENSSG174836605
BRCAL4P2,ENSSG523521262
HBBIO2,ENSSG164277265
HLAILOC,ENSSG459144303
EGFR6AL,ENSSG581744229
MYCLTAL,ENSSG985511714
GATAPOFL,ENSSG451555022
HLADAA1,ENSSG600781621
HLA833,ENSSG011296057
FGFR5AP1,ENSSG995116101
GATAZZDB,ENSSG613271273
JAK5HP1,ENSSG580246694
TPWEP2,ENSSG602728130
STATW6L,ENSSG169762461
MYCEJ62,ENSSG720815129
BRCA73C,ENSSG002208465
AKTRWA1,ENSSG452898085
HLAA61C,ENSSG092952324
MAPKDCB,ENSSG161374103
TPR4P2,ENSSG158259846
BRCAB43,ENSSG382703168
AKTP1P2,ENSSG792389019
HBB9F4P2,ENSSG939081144
EGFRPS43,ENSSG753937425
MAPKWU2,ENSSG176896889
MAPKKSL2,ENSSG713741092
BRCAJ4IB,ENSSG064740751
FGFR2GP1,ENSSG705717214
MYCFRVA1,ENSSG494510758
AKTNC12,ENSSG449269906
TPAPMB,ENSSG763899631
HBBA6B,ENSSG000480276
SOXHVP2,ENSSG758487147
MYC45EC,ENSSG586644176
GATATHA1,ENSSG947126591
LINCCD3,ENSSG179402379
AKTR8MA1,ENSSG134739577
HBBMMTC,ENSSG647260731
EGFRRND1,ENSSG847654610
BRCATT43,ENSSG523630530
HBB6I5C,ENSSG453716055
MYCHA2,ENSSG588753031
SOX7PIA1,ENSSG840628255
HLAUVR1,ENSSG185266064
BRCA6BIA1,ENSSG373829353
MYCKUYP2,ENSSG447364357
JAKKU1,ENSSG855009461
SOXA9SP1,ENSSG291163892
FGFRAH6B,ENSSG323673196
HBBL13,ENSSG047534484
HBBS5P2,ENSSG438678546
HBB6XN3,ENSSG468008643
MYC6X2,ENSSG077178647
TPAQ3,ENSSG580995228
STAT10TA1,ENSSG783970839
AKTLFGC,ENSSG463099606
BRCAZD33,ENSSG585216861
EGFRPWE1,ENSSG443930735
AKTSYVC,ENSSG777447838
MAPK413,ENSSG272184729
EGFRXRL,ENSSG184893851
AKTEY72,ENSSG911628067
AKTJA3,ENSSG144208865
HBBCSL,ENSSG252038184
HLAQ1L,ENSSG214089779
FGFRJMVB,ENSSG114975336
LINCOVL,ENSSG079853662
HBBKLDB,ENSSG423103554
GATAHQP2,ENSSG803205817
BRCA7VP1,ENSSG539371367
EGFRP8QB,ENSSG648209611
CDK6JL,ENSSG269835348
STAT1IB,ENSSG820271272
AKT321C,ENSSG004597300
JAKQI2,ENSSG260084570
TPZKP1,ENSSG424947760
GATAGYB,ENSSG159821161
LINC64IP1,ENSSG531720708
EGFR6EK1,ENSSG002501702
HLAGGL,ENSSG752723257
BRCAMBB,ENSSG488787873
TPIRWB,ENSSG795638430
CDKCVV2,ENSSG495772306
TP7PIP1,ENSSG774360507
TPN02B,ENSSG683886216
AKT1M3L,ENSSG645912811
HLA55C,ENSSG105545154
GATADYL,ENSSG282474477
MYCYEP1,ENSSG699821481
CDKFQWL,ENSSG333021645
EGFRFDP1,ENSSG148204822
JAKGSP1,ENSSG500926424
AKTPV2,ENSSG195230332
HLAB4FA1,ENSSG991858986
MAPK64SC,ENSSG402431116
MYCFJ01,ENSSG011765211
CDK6FA1,ENSSG281366642
STATMH2,ENSSG505220240
AKT9DGA1,ENSSG345602442
GATANF1,ENSSG770528567
CDKHH3,ENSSG166874180
EGFRVL7B,ENSSG847145527
HBBP1WB,ENSSG672870555
HLAV553,ENSSG276037816
FGFRRA2,ENSSG134316399
AKT893,ENSSG099406856
JAKX0P1,ENSSG092215166
TPIQP2,ENSSG607333893
MAPKZORA1,ENSSG470976687
MYCTKL,ENSSG834679090
MAPK83GP1,ENSSG082639557
HBBFISP1,ENSSG588221554
JAKPOXB,ENSSG618198182
GATAQ2XA1,ENSSG605480472
MAPKKDL3,ENSSG196508811
STATY5WP2,ENSSG665257043
HLAKQMC,ENSSG458230457
GATA993,ENSSG194241072
STATD9P1,ENSSG499274791
EGFRUQMC,ENSSG018098406
HBB086P1,ENSSG855784624
FGFR18P1,ENSSG562942330
JAKIEX3,ENSSG749035056
CDKX5B,ENSSG726513530
MAPKIV3,ENSSG552528442
SOX4BA3,ENSSG943926029
HBBNN01,ENSSG535509241
TPMGFP2,ENSSG842606580
MAPK7C2,ENSSG968851010
HBB5442,ENSSG207616808
STATOP3,ENSSG417633744
MYC8JQ3,ENSSG534061808
MYC3ZBA1,ENSSG762942364
GATAE65L,ENSSG310212584
BRCAEJB,ENSSG229036906
CDKYH2,ENSSG535808151
EGFRAGP1,ENSSG075647606
FGFR5LU3,ENSSG705411290
MYCMS2,ENSSG967236568
MAPKXWP2,ENSSG402507845
GATAOWU3,ENSSG294732612
SOX9DK2,ENSSG347155054
EGFRQOP2,ENSSG537680309
EGFR8TJA1,ENSSG796938003
STATMF2P2,ENSSG644903613
MAPK731,ENSSG485271606
TPRJ2,ENSSG668647435
STATHM2,ENSSG478298183
LINCKXB,ENSSG031516907
FGFRUCIP1,ENSSG007496786
STATU11A1,ENSSG783971372
HLAEQ11,ENSSG767946791
HLAZD2,ENSSG149659699
BRCA5DL,ENSSG929153072
SOXRG3,ENSSG392471910
AKTBPRP1,ENSSG839818977
CDKRBPP2,ENSSG521541074
HBBT4ZA1,ENSSG155168414
GATA6QP1,ENSSG704821058
AKTPFDA1,ENSSG948667217
AKT3NAP2,ENSSG431407044
STATN69C,ENSSG081825237
STATECDP1,ENSSG272609497
BRCAKDP2,ENSSG666941591
JAKS5C,ENSSG352371582
HLAUO1,ENSSG498585271
HBBFE6A1,ENSSG650848923
GATAK1UA1,ENSSG194587907
FGFRCWWB,ENSSG214659060
LINCG6J3,ENSSG288083118
STAT1NC,ENSSG679338477
MAPKA0T1,ENSSG568473388
MAPKO5VP1,ENSSG545734817
HLA5YK1,ENSSG385594229
LINCGR21,ENSSG544113985
MAPKAAWB,ENSSG851275849
HBB9MC1,ENSSG437986498
MAPKG1O2,ENSSG795798025
MAPKGBP2,ENSSG821972731
SOXUIP3,ENSSG781629378
LINCSNGP1,ENSSG047201568
MAPKMCG2,ENSSG754105463
HBB4P9A1,ENSSG941412145
HBB68SB,ENSSG321854083
TPCP3,ENSSG211678814
CDKO7P2,ENSSG772204126
MYC8S2,ENSSG396243641
SOX2PP2,ENSSG477001005
SOXMU2,ENSSG460215710
TPEIP2,ENSSG084671418
AKT92P1,ENSSG789737522
HLAF43,ENSSG126557677
MYCN1F2,ENSSG659138256
HLA1NB,ENSSG661173323
AKTKV52,ENSSG190758464
SOX4AA1,ENSSG339929615
FGFRUEL,ENSSG076951198
LINCOZ3,ENSSG464281177
GATAF15A1,ENSSG579359460
HBBTE0C,ENSSG805633299
CDKQHB,ENSSG037834837
TPQ81,ENSSG147307822
MYC91ZP1,ENSSG812659658
TPXEL,ENSSG996503722
BRCAOXPP1,ENSSG948105263
JAKBEOP2,ENSSG511027682
FGFRZ12,ENSSG902775428
MYCPHP1,ENSSG712546763
MAPKZGB,ENSSG579431858
GATADWP1,ENSSG577172328
JAKUE3,ENSSG659261959
BRCA0PB,ENSSG423360415
GATAOA1,ENSSG861936167
HLA6ZAP1,ENSSG659602807
MYC8CNB,ENSSG502891353
AKT2ZZP1,ENSSG911510147
MYCFUHC,ENSSG216093349
MYCUQB2,ENSSG852796689
SOXOAIA1,ENSSG132427481
TPODPB,ENSSG666413099
JAKQN9P1,ENSSG979267992
MYCIVP1,ENSSG686798644
SOXWOD2,ENSSG362616146
STATAE32,ENSSG884898288
LINC0QP2,ENSSG401820629
JAKQ5I1,ENSSG302380194
FGFRQTQB,ENSSG830646064
LINC68JC,ENSSG509280174
STAT8FMA1,ENSSG193015626
HLA4RYL,ENSSG344443382
JAK1S0P1,ENSSG278445404
STATKU5A1,ENSSG901437716
LINCRJ5C,ENSSG899726026
CDKQTWA1,ENSSG925087732
HLA21A1,ENSSG539033883
HBBM7L,ENSSG993131976
EGFRKFA1,ENSSG255264834
HLAVSB,ENSSG631125127
JAKQHP2,ENSSG391512458
CDKPS1,ENSSG983731984
STAT4B2,ENSSG468798749
TPFJC,ENSSG806709194
FGFRA22,ENSSG101623536
HLARTS3,ENSSG756066414
EGFRQZVL,ENSSG445201811
JAKNTHP1,ENSSG680157214
HBBQQQB,ENSSG275003146
JAKASL,ENSSG309974230
GATAIX2,ENSSG692657799
GATAO32,ENSSG659468670
HLA26A1,ENSSG109564112
STATYG6A1,ENSSG400381445
MAPK61L,ENSSG747090610
BRCA5PKA1,ENSSG816488947
GATAWMNP1,ENSSG829879041
HLAQB1,ENSSG569680541
BRCA9D3,ENSSG989561057
MYCF7D1,ENSSG714694648
GATAJBL,ENSSG859694583
CDK9RC,ENSSG138418140
FGFR7TB,ENSSG147984303
TP1WG1,ENSSG850093207
BRCAUMAC,ENSSG577120422
SOXIB2A1,ENSSG352739105
HLAAPBL,ENSSG084506970
AKTRGV1,ENSSG781509690
MAPKFZ2,ENSSG260936730
MYC6IP2,ENSSG690283090
FGFRK72,ENSSG559598585
MYCMHVC,ENSSG597709362
MYC1P4L,ENSSG816839878
BRCAV1A1,ENSSG323880693
LINCYTP1,ENSSG670224889
LINCGXWP1,ENSSG093486013
MAPK4PP1,ENSSG138013087
MYCENIB,ENSSG855215121
TPK1GA1,ENSSG902864483
MYCWRA1,ENSSG865770728
AKTWK73,ENSSG366044101
JAKTKU3,ENSSG764622391
AKTTSK2,ENSSG708821267
MYCUUN1,ENSSG733674698
AKTYO2,ENSSG641030565
SOXKO2,ENSSG126485403
FGFRB47C,ENSSG107964490
MYCL9E2,ENSSG115535277
CDKRRG2,ENSSG924294751
BRCASHJB,ENSSG893543356
BRCA241,ENSSG185077791
STAT07B1,ENSSG293374656
LINC6IYB,ENSSG567033456
SOXFCP2,ENSSG403970939
HBBCP73,ENSSG968713114
EGFREJP2,ENSSG836168870
MAPKLU3,ENSSG146002586
CDK481,ENSSG008359827
STATVQCP1,ENSSG416409309
EGFR5FSB,ENSSG017575159
FGFR702,ENSSG993847184
BRCAPS12,ENSSG920540892
AKTOY4C,ENSSG349341879
AKT1AC,ENSSG590240918
SOX8YP2,ENSSG672748140
EGFRAZ3,ENSSG002749288
BRCAYJC,ENSSG001856354
JAK9FNC,ENSSG951388503
SOXS5L,ENSSG180991442
MYCYLQ2,ENSSG116000584
FGFRSOFC,ENSSG072256046
GATA2F8L,ENSSG870739172
STATUNN1,ENSSG006855434
AKT9FBC,ENSSG790536763
LINC7IHB,ENSSG289049310
EGFR2DZA1,ENSSG171022175
GATA9YR3,ENSSG518555950
CDK92L,ENSSG061420941
CDK8VC,ENSSG798621588
HLA645C,ENSSG938152584
LINC9RIA1,ENSSG027238966
FGFRXN1A1,ENSSG036050490
AKT3RP2,ENSSG326239252
MYC0FL,ENSSG775859444
GATAXYP1,ENSSG311986201
JAKF353,ENSSG957583149
HLAB1WP2,ENSSG121027002
TPX81C,ENSSG937559340
FGFR0FJC,ENSSG118627189
HLACZP2,ENSSG989554524
GATAFYIP2,ENSSG528745049
JAK1J3,ENSSG337116451
TP8912,ENSSG520553087
SOX7CB,ENSSG195287542
FGFRM59C,ENSSG847585404
GATAYSUB,ENSSG387022352
EGFRT91,ENSSG808737009
MYCAWP3,ENSSG201922871
HBB53TC,ENSSG537258414
CDKZ71,ENSSG228606403
HBB5EA1,ENSSG760013977
FGFRHSP2,ENSSG359116942
TPCVP2,ENSSG007588940
SOXD6B,ENSSG532282084
HLAQLP1,ENSSG518550001
BRCAEW3,ENSSG814186202
MAPKI13,ENSSG639084361
FGFR4VP2,ENSSG413609358
HLA4OSC,ENSSG487266586
AKTCIQ2,ENSSG725991629
FGFR5XC,ENSSG331061606
LINC5P1,ENSSG767901888
LINCZO2,ENSSG220929945
FGFRKUA1,ENSSG206235039
TP55L2,ENSSG224705641
SOXBK3,ENSSG781990271
HLABUC,ENSSG510917371
HBBEFJC,ENSSG601658274
MAPKPJD3,ENSSG674473605
CDK451,ENSSG287507351
STATK49A1,ENSSG134521188
JAKHEN2,ENSSG181196010
TPSRWC,ENSSG057740967
TPJVPC,ENSSG852265062
FGFR2LO3,ENSSG223862566
HBBRML,ENSSG122723960
LINCBVS3,ENSSG913831809
MYCO9TC,ENSSG625852593
EGFRBLP2,ENSSG606802559
BRCAM10A1,ENSSG853066458
GATAWKL,ENSSG544525309
BRCATB1,ENSSG556229049
AKTQ0OP2,ENSSG499474038
HLA09TP1,ENSSG997639088
CDKUG01,ENSSG657078564
HLA1941,ENSSG915420370
LINCVLP1,ENSSG584899454
MYCHYP2,ENSSG735494563
STATK5P1,ENSSG487325230
EGFRTEA1,ENSSG517953585
CDK2CP1,ENSSG515050946
FGFR30P2,ENSSG910544467
MAPKV03,ENSSG100823803
JAK7R2,ENSSG443544475
MYC57P3,ENSSG936294347
MYCRGP2,ENSSG172901720
MAPKIQC,ENSSG808114258
STATAVL,ENSSG879299581
STATARP1,ENSSG903264340
TPCZP2,ENSSG116203735
HBBT4QB,ENSSG157303395
SOXZ5PB,ENSSG819835739
GATAA1XB,ENSSG873834817
GATAM97C,ENSSG427098975
TPMAP1,ENSSG800691666
JAK1C3,ENSSG786385045
HLACMW2,ENSSG497208837
JAKYA4P2,ENSSG405791185
HBBMSPP1,ENSSG685826985
LINCFYMP2,ENSSG760281708
CDKOB4A1,ENSSG223904473
EGFRJ5P2,ENSSG487233819
FGFRXYWA1,ENSSG933350721
HBBBZ7L,ENSSG763382180
MYCEIML,ENSSG009178893
BRCAPEM3,ENSSG248394755
AKTHMI1,ENSSG209597949
SOXSSPP2,ENSSG080917543
FGFRE2C,ENSSG408413609
MAPK8VA1,ENSSG631384970
MYCLCC,ENSSG034291129
SOXOZLA1,ENSSG269344184
TPTGC,ENSSG419708940
JAKQBS3,ENSSG276139573
JAKREBB,ENSSG699936529
BRCAJ8P1,ENSSG837603823
MYC0OEC,ENSSG781703381
MYC53KA1,ENSSG396966967
MAPKZHB,ENSSG095695585
SOXE0LC,ENSSG125803070
EGFR152,ENSSG743607511
GATAXIDC,ENSSG756015485
MAPK1WM2,ENSSG576659735
STATSWP1,ENSSG161759003
LINC67B,ENSSG409361925
GATAU9P1,ENSSG177004382
HLA3Y3,ENSSG424312543
MYCWX3,ENSSG151969699
FGFR3ZC,ENSSG625631669
MYC4JP2,ENSSG001425918
MYCV6A1,ENSSG476111741
EGFR6E73,ENSSG764563480
HLA5I3,ENSSG536474305
EGFRW2DA1,ENSSG021944263
LINC30B,ENSSG901650919
STATIHK2,ENSSG760546532
AKTO1WP1,ENSSG385025234
MAPKIPWP1,ENSSG579648263
HLAF7OA1,ENSSG792129960
AKT9NP2,ENSSG445214748
BRCAF2A1,ENSSG404391185
TP8B32,ENSSG372932107
MYCFSPC,ENSSG456968798
LINC6Z1,ENSSG314759866
BRCAI5MP1,ENSSG547496540
FGFRGJP2,ENSSG652124358
AKTVXUP1,ENSSG400192927
HBBBGB,ENSSG990925287
STATDZ13,ENSSG633998140
MAPKKKB1,ENSSG685569599
FGFRD03C,ENSSG131913764
LINCI7P2,ENSSG901732252
MAPK8UF1,ENSSG353497639
HLA16A1,ENSSG875309527
MAPKKPZL,ENSSG907410716
AKTN0ZP2,ENSSG784403613
EGFRBQPL,ENSSG923260755
LINCNU83,ENSSG579142944
MAPKG4PL,ENSSG905143342
MAPKOLJA1,ENSSG951984017
LINC7K1A1,ENSSG332084016
FGFRDR1,ENSSG002019558
STATJCBL,ENSSG539758132
TPEIL,ENSSG751853733
LINC13L,ENSSG600254756
FGFR04FP1,ENSSG088314524
TPDYC,ENSSG531794165
TP63NP2,ENSSG598183075
SOX57H3,ENSSG969184263
SOXFYA1,ENSSG509691046
CDKZA3,ENSSG141928660
CDK00B,ENSSG433770714
JAKQ7D2,ENSSG262213027
AKTCFP2,ENSSG250503839
HLA6R2,ENSSG410598120
MAPKYJ1,ENSSG134187877
EGFRQ9C,ENSSG290542074
BRCAZLA1,ENSSG766739419
CDK5DUP2,ENSSG161109592
MYCVYC,ENSSG689678522
LINCNY1,ENSSG151361560
MAPK1D91,ENSSG003824081
LINCS8SP2,ENSSG221490018
TPPEPC,ENSSG820806329
MAPKV1I1,ENSSG139550188
MAPKSP3,ENSSG881261693
FGFRVHGP2,ENSSG381705675
GATABDTL,ENSSG774821504
HLATCMP2,ENSSG333536816
FGFRE4H3,ENSSG544798343
JAK6E1,ENSSG778098088
TP6FM3,ENSSG644500947
HLALR8A1,ENSSG440947983
LINCIOP2,ENSSG672417592
HLAL5U2,ENSSG786152531
BRCAKVZP2,ENSSG057642749
MYC722,ENSSG509213686
EGFRAZBP1,ENSSG947878491
GATAG6GC,ENSSG497365611
EGFRFOB,ENSSG892774691
HBBKF81,ENSSG267190979
AKT0L3,ENSSG424326366
CDKPCIA1,ENSSG102154172
HLA7L9P1,ENSSG947315547
CDK7DC,ENSSG186182746
BRCAAE2,ENSSG584219611
HLAUSS2,ENSSG324671764
STAT4JOC,ENSSG523335564
AKTTEQA1,ENSSG912829246
GATAVF83,ENSSG020263958
HLAF12,ENSSG334428458
TPIFQA1,ENSSG742961274
HBBAZC,ENSSG906442811
GATA6EA1,ENSSG810244831
EGFR5U91,ENSSG600777239
FGFR6RP1,ENSSG810562455
HBBSV1,ENSSG650873823
LINCZ72,ENSSG389735990
LINCS34B,ENSSG692650437
AKTUFL,ENSSG936551828
GATAX72,ENSSG985212119
EGFROT1P2,ENSSG925913697
EGFR3I7P2,ENSSG651100873
FGFRC4L2,ENSSG029209565
TPY6DB,ENSSG789258433
LINC0GP1,ENSSG001812882
STAT5FL,ENSSG473176111
MYCX62,ENSSG367946760
MAPKFG3,ENSSG203103400
AKT95C2,ENSSG841637010
JAK7X11,ENSSG793378769
BRCAU8L,ENSSG493303631
MAPKAMVP2,ENSSG164173128
AKTFYP1,ENSSG320949381
FGFREIWB,ENSSG018839632
STATVQC,ENSSG442732216
MYC5FQ1,ENSSG719215606
AKTBOB,ENSSG498356410
FGFRCCYP2,ENSSG187735464
AKTVL1,ENSSG759970445
FGFRRN1,ENSSG956137619
TPU12,ENSSG988309709
EGFR66B2,ENSSG998685248
BRCAF3P2,ENSSG661042941
EGFRJ7B,ENSSG071552602
MYCH8GP1,ENSSG410918502
STATKTYL,ENSSG120325458
BRCAZA5P1,ENSSG966800452
SOX0VOA1,ENSSG513428328
MYCZQG2,ENSSG787791299
STATWAPL,ENSSG570227524
STATN12,ENSSG137201753
MYC2CL2,ENSSG833272354
HBB792,ENSSG002431687
TP6AB,ENSSG235234694
TPICJC,ENSSG334492093
HBB351,ENSSG597340969
STATAODC,ENSSG816709288
STATW9TA1,ENSSG126006031
TPPD3,ENSSG502256580
GATAVU3,ENSSG614767217
SOXB032,ENSSG126906060
MYCXCC,ENSSG674780988
HLAAV3,ENSSG874346621
FGFRJN1A1,ENSSG469462524
CDK392,ENSSG961644133
CDKP63,ENSSG615218185
LINCPR2P2,ENSSG184549953
AKTQN82,ENSSG752397884
EGFRKO7A1,ENSSG100962417
CDKIS3,ENSSG776752240
GATAC1P1,ENSSG476838881
GATAMN1,ENSSG040345456
GATAK2P2,ENSSG100632942
JAK61C,ENSSG300688499
STATD1L2,ENSSG410015349
GATAI73,ENSSG402287698
CDKP4C,ENSSG652375173
SOXCND3,ENSSG766615487
MYCJOP1,ENSSG670400466
BRCA48A1,ENSSG572687663
HLAYFP1,ENSSG923116657
JAKH41,ENSSG007535359
EGFR9OUP1,ENSSG310883898
GATAFCA1,ENSSG690916970
HLAX4DP2,ENSSG548930436
FGFRGV3,ENSSG530166866
LINCISC,ENSSG812576492
SOXDM8A1,ENSSG323731260
MYCFCC,ENSSG373402806
MAPK2D3,ENSSG628613959
HLA3SA1,ENSSG066563428
BRCAXS0B,ENSSG955093463
AKTBQA1,ENSSG541042960
SOXYTC,ENSSG560811752
STAT8JA1,ENSSG543139882
GATA2IP1,ENSSG381615568
MYCYN83,ENSSG796241820
BRCA9SA1,ENSSG847294892
SOXD1JA1,ENSSG568169426
LINCJ2B1,ENSSG458385131
SOXL22,ENSSG443357256
SOX90WL,ENSSG504467139
MYCXJZA1,ENSSG013007541
FGFRJHBA1,ENSSG645423821
EGFRTZA2,ENSSG341062803
FGFRX4C,ENSSG593653828
SOX2CA1,ENSSG581782474
HBB69ZC,ENSSG410919845
MAPKH42,ENSSG675807040
STATQYL,ENSSG955553029
AKTRCA1,ENSSG146824625
CDKJ9A1,ENSSG032099448
MYCBG1,ENSSG261963311
FGFREYOP1,ENSSG524167336
CDKDLB,ENSSG786759507
CDKDIL,ENSSG368488484
LINCT7A1,ENSSG996374722
EGFRHZE1,ENSSG452949887
EGFRJAP2,ENSSG557288674
CDK9BY1,ENSSG853246155
TPKMB,ENSSG610689497
SOXTA7C,ENSSG773200993
MYCOKAP1,ENSSG626068127
LINCM2XL,ENSSG396877898
FGFR8DB,ENSSG986049539
GATAMG8P1,ENSSG862846260
CDKNM2,ENSSG840104077
SOXZ8A1,ENSSG588283916
BRCAPN2,ENSSG380619694
EGFRS8Z1,ENSSG231373977
EGFRJMS2,ENSSG821967112
TPJEH2,ENSSG491171367
TP6FB,ENSSG022418664
JAKX7CC,ENSSG139886044
SOXVQ2,ENSSG935087311
HLA2DJL,ENSSG483955974
JAKSK73,ENSSG959498834
BRCATT62,ENSSG915174833
HBBKDBB,ENSSG084676749
MYCE8C,ENSSG805166639
HLA2US3,ENSSG192200382
JAKP1C1,ENSSG835631481
MYC4W3,ENSSG315939332
HBBHFEP2,ENSSG453231359
FGFRKN0A1,ENSSG896030452
CDKN4TP1,ENSSG761842427
SOXQNHC,ENSSG184145007
MAPKFG2,ENSSG781813639
FGFRIHAC,ENSSG217039972
HLA4CB,ENSSG568162757
SOXZPA1,ENSSG575233500
LINCYB1,ENSSG233015375
MAPKWAB,ENSSG160418670
CDKQYL,ENSSG329234102
BRCA70Q2,ENSSG098832785
AKTXT3C,ENSSG374263021
FGFRDRL,ENSSG646603610
EGFR85WB,ENSSG232095833
CDKGUE3,ENSSG606232601
HLAUAUB,ENSSG663517302
CDKX70C,ENSSG865014839
STATK8W3,ENSSG685018269
FGFR43HP2,ENSSG157963873
TPUBL,ENSSG513386019
SOXNBP1,ENSSG895820089
SOX7ZQC,ENSSG607313816
JAKH62,ENSSG367211611
TPMWB,ENSSG248475093
STATCOJC,ENSSG303468626
EGFR96P1,ENSSG900046465
EGFR0MP1,ENSSG227348226
EGFR9P33,ENSSG815522681
JAKNX2,ENSSG137538187
STATQ63,ENSSG804046266
JAKKZC,ENSSG675151264
GATAQ1L1,ENSSG235229660
MYCYFLP2,ENSSG173203377
SOX54RP2,ENSSG821396352
STATVUL3,ENSSG233329457
STATAHHL,ENSSG179589231
EGFREE2,ENSSG992591472
SOXYAA1,ENSSG312703181
BRCA5XOC,ENSSG910401657
AKT6BX2,ENSSG674394410
MYCT8Y1,ENSSG721515022
STATZ7A1,ENSSG982750403
JAKCIP3,ENSSG617340409
CDKYZ3,ENSSG335124919
STATJR1,ENSSG791025260
HLAH38P2,ENSSG425133682
JAK1AL,ENSSG146059883
MYCUKB,ENSSG132214850
AKTKW3L,ENSSG547295685
JAKATQC,ENSSG120910244
SOXPXC,ENSSG469664345
HLAI43,ENSSG373352972
MYCIQL,ENSSG857201082
GATAR1TP1,ENSSG800884455
GATAW7L3,ENSSG763109077
SOX8LSC,ENSSG606867086
JAKG0QP2,ENSSG091258120
JAKZGLB,ENSSG746172473
MYCTGP1,ENSSG857381575
LINCYGGL,ENSSG329128146
GATAHYP2,ENSSG372251328
BRCAOAB,ENSSG006166737
BRCA7O42,ENSSG535393392
SOXNJ5B,ENSSG664423105
